,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
61,61,TrialState.PRUNED,-16.48506736755371,2019-06-10 16:32:56.367194,2019-06-10 16:38:53.750995,32,0.2,1.2917856070485814e-06,0.98,0.99,1.891784235480046e-05,256,50,61,,-16.324729919433594,-17.087562561035156,-16.48506736755371,,,,,,,,,,,,,,,,,,,
62,62,TrialState.PRUNED,-14.420819282531738,2019-06-10 16:33:33.745940,2019-06-10 16:51:22.848565,64,0.4,9.652324769241093e-07,0.999,0.99,0.030069570729407295,2048,20,62,,-16.29781150817871,-18.744709014892578,-14.420819282531738,,,,,,,,,,,,,,,,,,,
63,63,TrialState.PRUNED,-16.937105178833008,2019-06-10 16:34:03.114526,2019-06-10 16:38:35.230450,256,0.4,0.000756799248385741,0.99,0.99,1.924156455573086e-05,256,1,63,,-15.309236526489258,-17.0097713470459,-16.937105178833008,,,,,,,,,,,,,,,,,,,
64,64,TrialState.PRUNED,-17.43842124938965,2019-06-10 16:34:08.633755,2019-06-10 16:38:26.523801,256,0.2,0.0001297769150859259,0.9999,0.8,0.000739717153282996,128,30,64,,-17.136768341064453,-17.62105941772461,-17.43842124938965,,,,,,,,,,,,,,,,,,,
65,65,TrialState.PRUNED,-16.296628952026367,2019-06-10 16:35:22.647715,2019-06-10 16:44:25.193552,256,0.3,2.0525139087697197e-08,0.9,0.92,0.0019919545214867325,1024,20,65,,-15.405542373657227,-18.370576858520508,-16.296628952026367,,,,,,,,,,,,,,,,,,,
66,66,TrialState.PRUNED,-16.783620834350586,2019-06-10 16:36:26.859397,2019-06-10 16:53:51.909466,256,0.4,0.00011035719208702894,0.9,0.98,0.0003420192085916292,2048,5,66,,-19.78377342224121,-17.598159790039062,-16.783620834350586,,,,,,,,,,,,,,,,,,,
67,67,TrialState.PRUNED,-115.599853515625,2019-06-10 16:38:26.876159,2019-06-10 16:55:00.892709,256,0.2,1.31543554944804e-07,0.98,0.9,0.0060554599478899445,32,20,67,,-28.591415405273438,-43.18900680541992,-62.785797119140625,-67.90258026123047,-80.83879089355469,-92.93305969238281,-116.7009506225586,-111.22308349609375,-140.41473388671875,-135.29446411132812,-107.30794525146484,-111.88069152832031,-115.599853515625,,,,,,,,,
68,68,TrialState.PRUNED,-18.47030258178711,2019-06-10 16:38:35.545204,2019-06-10 16:41:39.489990,256,0.1,1.0692943306539131e-07,0.995,1.0,0.00042503415645610363,64,5,68,,-15.745071411132812,-15.045308113098145,-18.47030258178711,,,,,,,,,,,,,,,,,,,
69,69,TrialState.PRUNED,-16.063732147216797,2019-06-10 16:38:47.660203,2019-06-10 16:42:13.121113,32,0.3,0.023649015000495138,0.98,0.9,2.892683058218275e-05,32,20,69,,-17.054555892944336,-16.38351821899414,-16.063732147216797,,,,,,,,,,,,,,,,,,,
70,70,TrialState.PRUNED,-16.99025535583496,2019-06-10 16:38:54.066707,2019-06-10 16:55:49.095388,128,0.3,9.64142355719148e-06,0.98,0.95,2.9329001801011224e-05,2048,10,70,,-16.232786178588867,-16.165241241455078,-16.99025535583496,,,,,,,,,,,,,,,,,,,
71,71,TrialState.PRUNED,-16.324190139770508,2019-06-10 16:39:43.880947,2019-06-10 16:48:15.473703,128,0.1,0.0013175933067699672,0.9,0.92,1.3656673416552015e-05,1024,1,71,,-15.23981761932373,-16.363698959350586,-16.324190139770508,,,,,,,,,,,,,,,,,,,
72,72,TrialState.PRUNED,-17.548343658447266,2019-06-10 16:40:28.219614,2019-06-10 16:44:48.007525,256,0.4,0.0001370531927748255,0.9999,1.0,0.0019529635436328463,512,5,72,,-17.26266860961914,-19.71310806274414,-17.548343658447266,,,,,,,,,,,,,,,,,,,
73,73,TrialState.PRUNED,-131.34262084960938,2019-06-10 16:41:38.371377,2019-06-10 16:57:37.472733,64,0.3,0.005563778666223539,0.98,0.98,0.007564074719136701,128,10,73,,-19.617399215698242,-36.775054931640625,-76.15757751464844,-99.94984436035156,-99.3702163696289,-113.0206298828125,-114.37403869628906,-111.31330871582031,-119.98126220703125,-125.72259521484375,-125.85965728759766,-127.19000244140625,-131.34262084960938,,,,,,,,,
74,74,TrialState.PRUNED,-18.510623931884766,2019-06-10 16:41:39.794662,2019-06-10 16:46:22.222671,128,0.3,6.152332665223691e-06,0.99,1.0,0.013947365926504713,512,30,74,,-14.095707893371582,-18.266530990600586,-18.510623931884766,,,,,,,,,,,,,,,,,,,
75,75,TrialState.PRUNED,-7.24261999130249,2019-06-10 16:42:13.461692,2019-06-10 16:45:14.970689,64,0.3,1.7105366578849403e-08,0.95,0.95,0.17586991032487445,64,1,75,,-7.74721622467041,-3.867945432662964,-7.24261999130249,,,,,,,,,,,,,,,,,,,
76,76,TrialState.PRUNED,-13.011919975280762,2019-06-10 16:44:25.515563,2019-06-10 16:47:29.039033,64,0.2,1.9798225961973459e-07,0.9,0.99,1.2068200403467223e-05,64,1,76,,-16.761653900146484,-16.85042381286621,-13.011919975280762,,,,,,,,,,,,,,,,,,,
77,77,TrialState.PRUNED,-17.79181480407715,2019-06-10 16:44:48.338473,2019-06-10 16:47:43.614262,32,0.4,4.407507898821775e-08,0.99,1.0,3.107348880560463e-05,64,1,77,,-16.609737396240234,-17.167343139648438,-17.79181480407715,,,,,,,,,,,,,,,,,,,
78,78,TrialState.PRUNED,-8.348640441894531,2019-06-10 16:45:15.310980,2019-06-10 16:57:12.152614,32,0.1,4.535171615999516e-05,0.995,0.95,0.15760312846337912,1024,50,78,,-8.236287117004395,-7.075833320617676,-8.348640441894531,,,,,,,,,,,,,,,,,,,
79,79,TrialState.PRUNED,-14.978854179382324,2019-06-10 16:46:22.573582,2019-06-10 16:51:05.742541,64,0.4,5.920226956520813e-07,0.95,0.95,0.00012758645677339472,512,5,79,,-15.503837585449219,-17.193859100341797,-14.978854179382324,,,,,,,,,,,,,,,,,,,
80,80,TrialState.PRUNED,-43.54384231567383,2019-06-10 16:46:53.369253,2019-06-10 16:56:15.974817,64,0.2,4.171213087519297e-06,0.98,1.0,0.0001672080073401165,128,50,80,,-16.44875717163086,-19.799406051635742,-23.45967674255371,-36.276248931884766,-38.95844268798828,-43.54384231567383,,,,,,,,,,,,,,,,
81,81,TrialState.PRUNED,-12.560958862304688,2019-06-10 16:47:29.382938,2019-06-10 16:51:19.613543,32,0.2,0.0003021127729551304,0.9999,0.92,0.10842119256455367,32,30,81,,-7.391554355621338,-10.338810920715332,-12.560958862304688,,,,,,,,,,,,,,,,,,,
82,82,TrialState.PRUNED,-15.866351127624512,2019-06-10 16:47:43.930479,2019-06-10 16:51:45.400935,128,0.2,0.00043404224460925775,0.9999,0.95,0.0001610990948797007,128,50,82,,-15.07319164276123,-17.00506591796875,-15.866351127624512,,,,,,,,,,,,,,,,,,,
83,83,TrialState.PRUNED,-87.40031433105469,2019-06-10 16:48:15.810039,2019-06-10 17:04:50.661065,128,0.4,9.881904484630431e-06,0.98,1.0,0.003078859654704399,128,50,83,,-20.879032135009766,-23.669788360595703,-38.32691192626953,-62.17119598388672,-66.37653350830078,-61.39876174926758,-78.67221069335938,-80.87406158447266,-73.81925964355469,-91.00059509277344,-73.96625518798828,-100.23519897460938,-87.40031433105469,,,,,,,,,
84,84,TrialState.PRUNED,-11.677047729492188,2019-06-10 16:49:37.900478,2019-06-10 16:54:23.260003,128,0.3,3.4844064170301213e-06,0.98,0.95,0.6990612118305048,512,1,84,,-4.978201389312744,-14.030908584594727,-11.677047729492188,,,,,,,,,,,,,,,,,,,
85,85,TrialState.PRUNED,-4.719782829284668,2019-06-10 16:50:35.188329,2019-06-10 16:54:34.315142,64,0.2,6.318796927487174e-07,0.995,0.9,0.48576007797024806,16,10,85,,-4.5923614501953125,-5.442300796508789,-4.719782829284668,,,,,,,,,,,,,,,,,,,
86,86,TrialState.PRUNED,-9.144030570983887,2019-06-10 16:51:06.105798,2019-06-10 16:54:19.308589,128,0.4,5.57109144861031e-07,0.999,0.9,0.9121289018687625,32,5,86,,-12.743240356445312,-13.160919189453125,-9.144030570983887,,,,,,,,,,,,,,,,,,,
87,87,TrialState.COMPLETE,-158.8223876953125,2019-06-10 16:51:19.946822,2019-06-10 17:16:07.173968,64,0.4,2.561500900351186e-08,0.9999,0.9,0.028108736569220017,256,30,87,,-16.52779197692871,-21.44626808166504,-38.4729118347168,-61.92182540893555,-134.11717224121094,-57.19618606567383,-98.54740905761719,-38.569156646728516,-573.3326416015625,-567.3087158203125,-248.6023712158203,-158.8223876953125,,,,,,,,,,
88,88,TrialState.PRUNED,-15.483200073242188,2019-06-10 16:51:23.156285,2019-06-10 16:54:29.203072,128,0.1,1.8656666376026072e-06,0.99,0.92,0.0007434005958530917,64,5,88,,-14.864944458007812,-16.200830459594727,-15.483200073242188,,,,,,,,,,,,,,,,,,,
89,89,TrialState.PRUNED,-18.01770782470703,2019-06-10 16:51:45.787851,2019-06-10 17:08:50.903394,32,0.2,0.0074872762274033385,0.99,0.99,0.00033292164885344533,2048,1,89,,-17.870168685913086,-17.446338653564453,-18.01770782470703,,,,,,,,,,,,,,,,,,,
90,90,TrialState.PRUNED,-17.11064910888672,2019-06-10 16:53:52.255633,2019-06-10 16:57:43.930328,128,0.2,0.011776760369661233,0.95,0.92,0.014790691838932672,128,20,90,,-16.34219741821289,-18.472352981567383,-17.11064910888672,,,,,,,,,,,,,,,,,,,
91,91,TrialState.FAIL,,2019-06-10 16:54:19.643746,2019-06-10 16:55:20.624192,32,0.3,0.091370400288189,0.95,0.92,0.691556763332138,64,30,91,Setting status of trial#91 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,,
92,92,TrialState.PRUNED,-17.675640106201172,2019-06-10 16:54:23.608614,2019-06-10 16:59:06.472959,256,0.1,8.363818957989298e-06,0.9,0.9,5.7779466622354875e-05,256,30,92,,-15.628094673156738,-15.373489379882812,-17.675640106201172,,,,,,,,,,,,,,,,,,,
93,93,TrialState.PRUNED,-9.85719108581543,2019-06-10 16:54:29.504364,2019-06-10 16:59:26.998627,64,0.3,0.059506266454311896,0.999,0.8,0.2998675155278725,256,30,93,,-9.371987342834473,-8.877714157104492,-9.85719108581543,,,,,,,,,,,,,,,,,,,
94,94,TrialState.PRUNED,-15.864633560180664,2019-06-10 16:54:34.633607,2019-06-10 16:59:55.178891,64,0.2,0.00011465336058655816,0.9,0.8,0.00011957600999736118,512,10,94,,-17.1280460357666,-17.301027297973633,-15.864633560180664,,,,,,,,,,,,,,,,,,,
95,95,TrialState.PRUNED,-16.335674285888672,2019-06-10 16:55:01.258355,2019-06-10 17:00:22.241994,128,0.1,0.01645530505859372,0.9999,0.95,1.3411790004660428e-05,256,10,95,,-15.73481273651123,-17.88204002380371,-16.335674285888672,,,,,,,,,,,,,,,,,,,
96,96,TrialState.PRUNED,-11.809943199157715,2019-06-10 16:55:20.967274,2019-06-10 16:58:26.422133,32,0.3,2.1604900002667303e-06,0.98,0.92,0.056620684408986134,16,1,96,,-12.915185928344727,-14.031366348266602,-11.809943199157715,,,,,,,,,,,,,,,,,,,
97,97,TrialState.PRUNED,-16.61397361755371,2019-06-10 16:55:49.425446,2019-06-10 17:04:43.837280,256,0.3,1.3272373312821063e-05,0.99,0.92,0.00018544392950008352,1024,10,97,,-16.179203033447266,-16.406890869140625,-16.61397361755371,,,,,,,,,,,,,,,,,,,
98,98,TrialState.PRUNED,-17.88187599182129,2019-06-10 16:56:16.327731,2019-06-10 17:01:45.756119,128,0.2,0.0002273479277221037,0.99,0.9,0.025268089454075895,256,10,98,,-17.319034576416016,-17.993743896484375,-17.88187599182129,,,,,,,,,,,,,,,,,,,
99,99,TrialState.PRUNED,-18.81768798828125,2019-06-10 16:57:12.496336,2019-06-10 17:15:03.108166,32,0.3,0.014277209793622807,0.9999,0.92,0.02405539050163274,2048,5,99,,-17.71786117553711,-18.00801658630371,-18.81768798828125,,,,,,,,,,,,,,,,,,,
100,100,TrialState.PRUNED,-17.386503219604492,2019-06-10 16:57:37.806833,2019-06-10 17:02:32.547500,128,0.2,1.1355041467486764e-08,0.9999,0.92,0.035619198671352624,512,10,100,,-17.886079788208008,-19.590099334716797,-17.386503219604492,,,,,,,,,,,,,,,,,,,
101,101,TrialState.COMPLETE,-454.22344970703125,2019-06-10 16:57:44.277697,2019-06-10 17:28:55.209468,256,0.2,1.189577555821786e-07,0.995,0.99,0.003262478841993756,64,30,101,,-17.684810638427734,-27.88230323791504,-54.53224563598633,-92.3327865600586,-79.45680236816406,-115.23628997802734,-119.05787658691406,-126.69609069824219,-131.2106475830078,-144.5848388671875,-125.14642333984375,-489.47283935546875,-737.5487060546875,-325.73468017578125,-601.8975830078125,-595.7257080078125,-174.3553009033203,-176.77691650390625,-454.22344970703125,,,
102,102,TrialState.PRUNED,-10.383146286010742,2019-06-10 16:58:26.766986,2019-06-10 17:02:08.124808,256,0.1,0.0006858925378039953,0.99,0.8,0.6987478727958975,32,50,102,,-9.571249008178711,-5.305485248565674,-10.383146286010742,,,,,,,,,,,,,,,,,,,
103,103,TrialState.PRUNED,-13.886446952819824,2019-06-10 16:59:06.808937,2019-06-10 17:04:01.545622,128,0.2,5.273172916840328e-06,0.999,0.8,0.041757956930715885,32,30,103,,-16.885927200317383,-22.658069610595703,-21.348718643188477,-13.886446952819824,,,,,,,,,,,,,,,,,,
104,104,TrialState.PRUNED,-9.592745780944824,2019-06-10 16:59:27.344487,2019-06-10 17:02:54.706595,32,0.2,1.3125072577334414e-08,0.9999,0.9,0.6514057671146773,64,20,104,,-11.551251411437988,-6.8616743087768555,-9.592745780944824,,,,,,,,,,,,,,,,,,,
105,105,TrialState.PRUNED,-20.18404769897461,2019-06-10 16:59:55.535470,2019-06-10 17:05:00.802233,256,0.1,0.0034346393606761,0.9,0.8,0.0004675460023239309,16,50,105,,-15.665704727172852,-18.516101837158203,-20.18404769897461,,,,,,,,,,,,,,,,,,,
106,106,TrialState.PRUNED,-13.4732666015625,2019-06-10 17:00:22.587757,2019-06-10 17:04:28.344305,64,0.4,1.6867386847977984e-05,0.9999,0.99,0.10798082134599567,64,30,106,,-14.36503791809082,-18.176578521728516,-13.4732666015625,,,,,,,,,,,,,,,,,,,
107,107,TrialState.PRUNED,-14.676722526550293,2019-06-10 17:01:46.111786,2019-06-10 17:08:20.599562,32,0.4,1.9866582176581432e-06,0.98,0.8,0.25149787367297843,256,30,107,,-9.48793888092041,-9.046646118164062,-14.676722526550293,,,,,,,,,,,,,,,,,,,
108,108,TrialState.PRUNED,-17.812898635864258,2019-06-10 17:02:08.459494,2019-06-10 17:05:30.224737,64,0.1,7.02159098846723e-08,0.98,0.9,0.005136263170529323,16,1,108,,-17.243234634399414,-17.520109176635742,-17.812898635864258,,,,,,,,,,,,,,,,,,,
109,109,TrialState.PRUNED,-14.422821044921875,2019-06-10 17:02:32.885698,2019-06-10 17:07:36.094361,32,0.1,5.55911742460067e-08,0.999,0.99,3.806200708120922e-05,256,5,109,,-15.667282104492188,-17.028955459594727,-14.422821044921875,,,,,,,,,,,,,,,,,,,
110,110,TrialState.PRUNED,-15.051902770996094,2019-06-10 17:02:55.047020,2019-06-10 17:06:48.022306,64,0.2,0.00011501338681696732,0.995,0.8,0.34022884970466477,32,30,110,,-14.498479843139648,-14.730382919311523,-15.051902770996094,,,,,,,,,,,,,,,,,,,
111,111,TrialState.PRUNED,-18.088932037353516,2019-06-10 17:04:01.905666,2019-06-10 17:21:54.997860,32,0.2,2.2357171208775375e-06,0.9999,1.0,5.362295837516959e-05,2048,10,111,,-16.731781005859375,-18.44158363342285,-18.088932037353516,,,,,,,,,,,,,,,,,,,
112,112,TrialState.PRUNED,-15.87341594696045,2019-06-10 17:04:28.705933,2019-06-10 17:08:27.723397,128,0.4,2.627907580893278e-08,0.99,0.92,1.5778932302781143e-05,16,10,112,,-16.083024978637695,-13.35680103302002,-15.87341594696045,,,,,,,,,,,,,,,,,,,
113,113,TrialState.PRUNED,-23.04714584350586,2019-06-10 17:04:44.168653,2019-06-10 17:10:43.635553,128,0.2,4.581890703011451e-05,0.99,0.99,0.03767377763359974,32,30,113,,-40.866355895996094,-24.939434051513672,-37.87397766113281,-39.891685485839844,-23.04714584350586,,,,,,,,,,,,,,,,,
114,114,TrialState.PRUNED,-16.561193466186523,2019-06-10 17:04:50.989234,2019-06-10 17:10:08.542016,64,0.2,1.0872449290958606e-08,0.99,0.98,0.017595097329369754,512,30,114,,-16.63421058654785,-16.748502731323242,-16.561193466186523,,,,,,,,,,,,,,,,,,,
115,115,TrialState.PRUNED,-17.296504974365234,2019-06-10 17:05:01.145951,2019-06-10 17:10:48.866297,64,0.1,0.03019361144939745,0.999,0.98,0.00010042032202092044,512,20,115,,-16.62868881225586,-17.986469268798828,-17.296504974365234,,,,,,,,,,,,,,,,,,,
116,116,TrialState.PRUNED,-55.312660217285156,2019-06-10 17:05:30.567424,2019-06-10 17:11:52.851647,32,0.2,1.5690588718728143e-05,0.98,0.99,0.0006912543904104059,64,10,116,,-16.847576141357422,-23.004207611083984,-20.206281661987305,-41.40199661254883,-58.531715393066406,-55.312660217285156,,,,,,,,,,,,,,,,
117,117,TrialState.PRUNED,-17.925891876220703,2019-06-10 17:06:48.370924,2019-06-10 17:11:13.609572,64,0.3,2.5336236339605708e-06,0.995,0.9,3.048033710556456e-05,16,50,117,,-18.4318904876709,-15.245437622070312,-17.925891876220703,,,,,,,,,,,,,,,,,,,
118,118,TrialState.PRUNED,-6.133458614349365,2019-06-10 17:06:58.863473,2019-06-10 17:16:31.214803,128,0.4,1.3708812091070553e-05,0.999,0.98,0.8378342593455227,1024,50,118,,-13.018831253051758,-3.0832953453063965,-6.133458614349365,,,,,,,,,,,,,,,,,,,
119,119,TrialState.PRUNED,-15.717862129211426,2019-06-10 17:07:36.431978,2019-06-10 17:26:16.912622,64,0.4,0.049949463237991515,0.9,0.9,0.006611831872358931,2048,10,119,,-17.51694107055664,-15.260307312011719,-15.717862129211426,,,,,,,,,,,,,,,,,,,
120,120,TrialState.PRUNED,-11.080255508422852,2019-06-10 17:08:20.949723,2019-06-10 17:18:55.421134,64,0.2,1.4184729788526954e-08,0.9,0.8,0.0670429196315533,1024,1,120,,-12.616399765014648,-13.777440071105957,-11.080255508422852,,,,,,,,,,,,,,,,,,,
121,121,TrialState.PRUNED,-15.74956226348877,2019-06-10 17:08:28.061357,2019-06-10 17:18:51.447775,256,0.2,1.0788253183889016e-05,0.999,0.95,7.889515783946654e-05,1024,20,121,,-15.778376579284668,-17.348907470703125,-15.74956226348877,,,,,,,,,,,,,,,,,,,
122,122,TrialState.FAIL,,2019-06-10 17:08:51.269872,2019-06-10 17:15:37.171408,64,0.1,0.035548768603100425,0.98,0.92,0.17408121201277363,2048,30,122,Setting status of trial#122 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,,
123,123,TrialState.PRUNED,-17.95441246032715,2019-06-10 17:09:56.677823,2019-06-10 17:15:17.537491,256,0.3,0.0006230760683094148,0.9999,0.9,5.483317373283111e-05,512,30,123,,-17.752920150756836,-15.387359619140625,-17.95441246032715,,,,,,,,,,,,,,,,,,,
124,124,TrialState.PRUNED,-26.841543197631836,2019-06-10 17:09:57.260103,2019-06-10 17:14:40.127472,64,0.1,4.7542355591425735e-06,0.995,0.98,0.01247136523403502,128,5,124,,-15.612332344055176,-21.708873748779297,-24.315185546875,-26.841543197631836,,,,,,,,,,,,,,,,,,
125,125,TrialState.PRUNED,-105.18709564208984,2019-06-10 17:10:08.872231,2019-06-10 17:20:08.332294,128,0.4,2.2817974548627122e-05,0.995,0.99,0.002322470672481524,32,20,125,,-31.92679214477539,-65.66363525390625,-67.17288208007812,-72.41620635986328,-70.14945220947266,-85.93351745605469,-92.80799865722656,-118.2536392211914,-105.18709564208984,,,,,,,,,,,,,
126,126,TrialState.PRUNED,-17.959426879882812,2019-06-10 17:10:43.986035,2019-06-10 17:15:33.603412,256,0.3,2.431897296699927e-05,0.995,0.98,1.5785279641075408e-05,512,50,126,,-15.905603408813477,-16.19456672668457,-17.959426879882812,,,,,,,,,,,,,,,,,,,
127,127,TrialState.PRUNED,-15.017234802246094,2019-06-10 17:10:49.208441,2019-06-10 17:14:31.885181,128,0.2,0.009937719390406457,0.95,0.98,4.161233514107295e-05,64,30,127,,-17.456111907958984,-16.56087875366211,-15.017234802246094,,,,,,,,,,,,,,,,,,,
128,128,TrialState.COMPLETE,-350.8108825683594,2019-06-10 17:11:13.955102,2019-06-10 17:45:44.860541,256,0.1,3.09239762469696e-08,0.99,0.9,0.011820572174065831,64,20,128,,-17.786808013916016,-20.25850486755371,-28.081737518310547,-66.83818054199219,-121.79603576660156,-131.27078247070312,-131.43357849121094,-320.65509033203125,-390.5289306640625,-553.5160522460938,-691.1356201171875,-823.259765625,-405.51763916015625,-829.82080078125,-176.74427795410156,-530.284912109375,-683.3475952148438,-535.662109375,-350.8108825683594,,,
129,129,TrialState.PRUNED,-25.782230377197266,2019-06-10 17:11:53.191955,2019-06-10 17:16:30.860468,64,0.3,0.006810996440712675,0.999,0.8,0.00038115351706257663,32,20,129,,-15.916272163391113,-21.217031478881836,-36.13486099243164,-25.782230377197266,,,,,,,,,,,,,,,,,,
130,130,TrialState.PRUNED,-37.94193649291992,2019-06-10 17:14:32.249663,2019-06-10 17:31:52.611269,256,0.3,6.2750920518212335e-06,0.99,0.9,0.006425196356905155,64,50,130,,-18.399303436279297,-64.54039764404297,-63.793922424316406,-63.71244430541992,-325.39324951171875,-39.178260803222656,-39.637184143066406,-23.492427825927734,-27.63543128967285,-43.55048370361328,-71.15789794921875,-56.3713264465332,-37.94193649291992,,,,,,,,,
131,131,TrialState.PRUNED,-16.527477264404297,2019-06-10 17:14:40.470926,2019-06-10 17:31:45.412827,256,0.4,0.01678847361796115,0.9999,1.0,1.4066112632684579e-05,2048,20,131,,-14.949435234069824,-16.68360710144043,-16.527477264404297,,,,,,,,,,,,,,,,,,,
132,132,TrialState.PRUNED,-9.043739318847656,2019-06-10 17:15:03.454371,2019-06-10 17:18:50.014985,64,0.2,0.05106831362386515,0.999,0.8,0.4853936916134689,128,10,132,,-11.407052993774414,-9.258929252624512,-9.043739318847656,,,,,,,,,,,,,,,,,,,
133,133,TrialState.PRUNED,-16.46525764465332,2019-06-10 17:15:17.880996,2019-06-10 17:20:39.888946,256,0.2,0.007933010676863373,0.9,1.0,0.0038971674714110113,256,50,133,,-17.584949493408203,-17.778181076049805,-16.46525764465332,,,,,,,,,,,,,,,,,,,
134,134,TrialState.PRUNED,-17.234649658203125,2019-06-10 17:15:33.950603,2019-06-10 17:24:31.927226,256,0.4,3.546297158325444e-07,0.98,1.0,2.6702665508636538e-05,1024,50,134,,-16.572433471679688,-16.835750579833984,-17.234649658203125,,,,,,,,,,,,,,,,,,,
135,135,TrialState.PRUNED,-15.342103958129883,2019-06-10 17:15:37.520733,2019-06-10 17:18:59.571185,256,0.4,0.009861279252453165,0.99,0.9,2.1282583013513264e-05,32,20,135,,-13.707250595092773,-14.951579093933105,-15.342103958129883,,,,,,,,,,,,,,,,,,,
136,136,TrialState.PRUNED,-17.33698081970215,2019-06-10 17:16:07.309623,2019-06-10 17:20:44.108382,128,0.1,1.1846284134009356e-07,0.995,0.95,0.0019144667441312268,512,10,136,,-16.350934982299805,-16.295467376708984,-17.33698081970215,,,,,,,,,,,,,,,,,,,
137,137,TrialState.PRUNED,-16.147062301635742,2019-06-10 17:16:31.192437,2019-06-10 17:21:00.226745,32,0.3,0.0029536375569118173,0.99,0.99,0.0005587293176248927,512,1,137,,-14.5509033203125,-16.884187698364258,-16.147062301635742,,,,,,,,,,,,,,,,,,,
138,138,TrialState.PRUNED,-6.489793300628662,2019-06-10 17:16:31.560090,2019-06-10 17:19:26.179944,32,0.4,5.597337823378566e-06,0.999,0.95,0.3009237436624521,64,5,138,,-5.604222774505615,-15.375648498535156,-6.489793300628662,,,,,,,,,,,,,,,,,,,
139,139,TrialState.PRUNED,-18.78250503540039,2019-06-10 17:18:50.375502,2019-06-10 17:23:23.373927,128,0.1,1.5534206126539466e-05,0.98,0.9,0.007914153379320929,512,5,139,,-18.373987197875977,-15.581106185913086,-18.78250503540039,,,,,,,,,,,,,,,,,,,
140,140,TrialState.PRUNED,-14.631423950195312,2019-06-10 17:18:51.820861,2019-06-10 17:28:42.293205,32,0.3,2.5328652778206675e-07,0.9,0.98,4.56579332350387e-05,1024,1,140,,-13.54432201385498,-18.06658935546875,-14.631423950195312,,,,,,,,,,,,,,,,,,,
141,141,TrialState.PRUNED,-14.551607131958008,2019-06-10 17:18:55.750148,2019-06-10 17:28:51.126169,256,0.4,2.1263976468141448e-08,0.9,0.9,6.298344829979795e-05,1024,20,141,,-14.959100723266602,-16.840404510498047,-14.551607131958008,,,,,,,,,,,,,,,,,,,
